"proj","Alt","month","CY","WY","Date.monCY","Season","Inflow.Q.m3","Outflow.Q.m3","mean.vol.km3","WRT.yr","mean.depth.m","mean.delta.min","mean.STG"
"LOCAR","ECB23L",5,1969,1969,1969-05-01,"Summer",152707704.403963,173740998.625676,5.1234150498153,2.45740071444587,2.87952952453346,4.31256734525006,15.8125673452501
"LOCAR","ECB23L",5,1979,1979,1979-05-01,"Summer",368199377.397399,93145729.6414955,4.23207741440131,3.78625106297588,2.53429479666854,2.63415178492904,14.134151784929
"LOCAR","ECB23L",5,1989,1989,1989-05-01,"Summer",82046403.0673451,261861806.008746,3.07826790754873,0.979609548788085,2.1685056849682,0.18643353898076,11.6432619780011
"LOCAR","ECB23L",5,1999,1999,1999-05-01,"Summer",36062953.3165994,125101491.44662,3.89353300471928,2.59358285800336,2.48309723433912,1.94760712317702,13.447607123177
"LOCAR","ECB23L",5,1976,1976,1976-05-01,"Summer",151914886.088118,22195163.9497055,2.5108239135119,9.42706828388929,1.87456282403206,0,10.2936374665414
"LOCAR","ECB23L",5,1986,1986,1986-05-01,"Summer",37749164.5629333,181168162.074219,3.39168589202878,1.56010022824324,2.31617204186709,0.857160357157956,12.357160357158
"LOCAR","ECB23L",5,1996,1996,1996-05-01,"Summer",167317045.988834,79373238.5613042,5.23039428511849,5.49134945640272,2.93414678927204,4.5096456648838,16.0096456648838
"LOCAR","ECB23L",5,1995,1995,1995-05-01,"Summer",121615327.405963,317797445.92973,5.06629963137505,1.32849285403406,2.85150467264128,4.20696766245547,15.7069676624555
"LOCAR","ECB23L",5,1965,1965,1965-05-01,"Summer",39361255.9622557,396888501.088556,3.49776761080925,0.7344144096759,2.35681269369537,1.0905961749822,12.5905961749822
"LOCAR","ECB23L",5,1993,1993,1993-05-01,"Summer",149536461.56608,324128802.715868,5.07742866646605,1.30540406157531,2.85719943970766,4.22746832812644,15.7274683281264
"LOCAR","ECB23L",5,2003,2003,2003-05-01,"Summer",140940893.05025,267246589.376401,4.39306595073891,1.36985407403134,2.57275807459095,2.94565885023855,14.4456588502386
"LOCAR","ECB23L",5,2013,2013,2013-05-01,"Summer",74809002.8980993,151514138.267629,3.6486254655949,2.00675742613433,2.41780013489587,1.4249511383018,12.9249511383018
"LOCAR","ECB23L",5,2006,2006,2006-05-01,"Summer",9820429.27642566,301235410.011134,4.12530230218421,1.14121773345298,2.52010280341216,2.41892071303909,13.9189207130391
