"proj","Alt","month","CY","WY","Date.monCY","Season","Inflow.Q.m3","Outflow.Q.m3","mean.vol.km3","WRT.yr","mean.depth.m","mean.delta.min","mean.STG"
"LOCAR","ECB23L",5,1990,1990,1990-05-01,"Summer",30995469.0716747,98018800.2773342,2.3863767946985,2.02884275597002,1.80489870493163,0,9.98670628359033
"LOCAR","ECB23L",5,2000,2000,2000-05-01,"Summer",7414023.60942628,261748985.994646,4.51976173719904,1.43896187411002,2.61714373470823,3.18542973109923,14.6854297310992
"LOCAR","ECB23L",5,2010,2010,2010-05-01,"Summer",213744806.742833,153924718.531294,4.68291277196501,2.53528305733263,2.67132150607779,3.49517888321306,14.9951788832131
"LOCAR","ECB23L",5,1987,1987,1987-05-01,"Summer",186298740.268545,284861796.594711,3.88980399182043,1.13792139390629,2.48247258734508,1.93989789092886,13.4398978909289
"LOCAR","ECB23L",5,1997,1997,1997-05-01,"Summer",96108242.4178905,112440638.145256,3.84026499410351,2.84614253459269,2.47409973683588,1.83645979191393,13.3364597919139
"LOCAR","ECB23L",5,2007,2007,2007-05-01,"Summer",5788661.23884757,127077253.58681,2.24818498034621,1.47429019021253,1.72714951966353,0,9.64109474690937
"LOCAR","ECB23L",5,2005,2005,2005-05-01,"Summer",175065491.46222,231428047.116906,5.11730605012557,1.8426555301155,2.87706178193831,4.30108876857512,15.8010887685751
"LOCAR","ECB23L",5,2004,2004,2004-05-01,"Summer",43728999.2943254,397045456.900624,3.78455528712369,0.794316121187212,2.45002992363778,1.7128009572592,13.2128009572592
"LOCAR","ECB23L",5,2014,2014,2014-05-01,"Summer",110891085.396665,160755457.024047,4.65201675928663,2.41153905721469,2.65896435817319,3.4371653076408,14.9371653076408
"LOCAR","ECB23L",5,2001,2001,2001-05-01,"Summer",17408305.6866302,113174720.016905,2.37190608565173,1.74649286025584,1.7965944939599,0,9.95049154399609
